DATA_YM,AREA_ID,AREA_NM,DIST_CD,DIST_NM,TOTAL_BIDG,FAC_NEIGH_1,FAC_NEIGH_2,FAC_CULT_MTG,FAC_RELG,FAC_RETAIL,FAC_MEDI,FAC_YOSE,FAC_TRAIN,FAC_SPORT,FAC_STAY,FAC_LEISURE,TOTAL_GAS,CMRC_GAS,TOTAL_ELEC
202407,10360,모현동 2,52140,익산시,56.0,18.0,10.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,320039,305656,1098.451
202301,9481,경성대부경대역_2,26290,남구,483.0,36.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978922,949953,2631.175
202404,9715,금호1동,29140,서구,161.0,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,174501,154644,497.397
202212,9619,칠성시장역,27230,북구,247.0,141.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0,0,323.883
202409,10103,인천지방법원,28177,미추홀구,64.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,116470,18961,165.093
202208,9182,종로5가역_3,11110,종로구,375.0,126.0,142.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,5.0,382649,161769,1297.504
202307,10082,남부시장,41171,안양시 만안구,197.0,59.0,38.0,1.0,2.0,5.0,0.0,2.0,0.0,0.0,33.0,0.0,390227,267082,1144.915
202402,10289,쌍촌동1,29140,서구,168.0,10.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100750,100750,241.279
202308,9832,전주농산물도매시장,45113,전주시 덕진구,264.0,35.0,67.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509258,221763,1221.663
202303,9507,괴정역_2,26380,사하구,187.0,46.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,218642,109201,688.935
202409,9629,동대구역,27140,동구,299.0,18.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,134665,91174,1008.546
202303,9733,금남로4가역_4,29110,동구,352.0,128.0,87.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0,20.0,5.0,557329,361630,2674.392
202407,9715,금호1동,29140,서구,161.0,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,127670,107765,538.883
202311,9237,당산역_1,11560,영등포구,44.0,14.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,306980,187940,542.234
202407,9257,구의역,11215,광진구,201.0,40.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,436239,321661,1375.959
202212,9457,온천장역,26260,동래구,526.0,120.0,137.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,56.0,26.0,2709246,1023105,4181.235
202308,9264,한양시장,11200,성동구,36.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10899,10674,77.189
202407,9381,등나무근린공원,11350,노원구,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,623231,623231,1283.551
202406,9564,웅동2동,48129,창원시 진해구,65.0,13.0,33.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,4.0,363565,350230,1658.198
202405,9455,사직2동,26260,동래구,418.0,68.0,153.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,609259,544605,1574.473
202404,9893,아주대삼거리_2,41117,수원시 영통구,159.0,25.0,27.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,135188,135188,396.295
202307,10156,서구청역_1,28260,서구,81.0,13.0,35.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,452883,348878,1355.938
202301,10118,인천소래포구,28200,남동구,82.0,14.0,33.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,9.0,0.0,1604810,1194267,3424.311
202303,9495,우1동_2,26350,해운대구,75.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,646459,368170,937.703
202410,9849,군산대학교,52130,군산시,65.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491676,10151,798.586
202210,10306,명지1동(명지국제신도시-2),26440,강서구,43.0,21.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,335222,124838,2709.619
202402,9281,논현역_3,11650,서초구,259.0,52.0,98.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1404974,1237923,2806.075
202211,10227,대천2동,44180,보령시,204.0,81.0,48.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,13.0,0.0,115390,89676,517.781
202405,9856,수송동롯데마트_2,52130,군산시,562.0,68.0,98.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,410228,379226,1814.697
202404,9934,수원대앞,41590,화성시,76.0,18.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,561147,265979,494.878
202306,9364,양재 화물트럭터미널앞,11650,서초구,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,285440,169593,1139.068
202403,9156,용산 전자상가_3,11170,용산구,70.0,23.0,19.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,199082,9173,663.264
202301,9696,효자동_1,47111,포항시 남구,354.0,58.0,38.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,502794,265997,607.652
202407,9622,성내3동,27110,중구,420.0,141.0,74.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,2086,2028,227.563
202210,10368,아주대삼거리_4,41117,수원시 영통구,188.0,18.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,305782,297655,703.075
202301,9960,야탑역_1,41135,성남시 분당구,20.0,1.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1138583,575990,3989.712
202312,9837,순창읍_3,52770,순창군,102.0,15.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0
202407,9584,하대동,48170,진주시,522.0,56.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42583,31714,376.487
202403,9638,산격3동,27230,북구,293.0,44.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226146,226146,419.161
202301,9477,연산동역_6,26470,연제구,142.0,16.0,43.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,679472,448218,1577.481
202309,10017,김포시청_1,41570,김포시,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.037
202407,10123,연수2동_1,28185,연수구,172.0,8.0,31.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,534949,348277,1219.143
202401,9948,이마트시화점사거리,41390,시흥시,141.0,43.0,60.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,17.0,4.0,2139019,1702437,5775.193
202403,10183,도안상권,30170,서구,116.0,24.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,623930,589569,1251.933
202207,9650,안동시청_1,47170,안동시,697.0,200.0,131.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,12.0,3.0,112443,71847,1433.421
202301,9214,가산디지털단지역_2,11545,금천구,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006616,0,5091.049
202301,9261,왕십리역_1,11200,성동구,85.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486424,275623,474.015
202405,9454,미남역,26260,동래구,78.0,10.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,170836,128264,308.983
202409,10065,법원사거리,41480,파주시,15.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.906
202405,9461,서면역_1,26230,부산진구,467.0,135.0,190.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,52.0,17.0,3774421,3496238,9267.372
202402,9993,덕소초등학교앞,41360,남양주시,37.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42253,42253,74.914
202211,10211,쌍용동먹자골목,44133,천안시 서북구,259.0,67.0,96.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,349685,296698,842.382
202403,9396,양구읍,51800,양구군,587.0,118.0,133.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,29.0,6.0,0,0,1180.276
202308,9679,성주시외버스터미널,47840,성주군,64.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5235,5235,62.145
202301,9761,영암군청,46830,영암군,152.0,51.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0,0,445.257
202404,9246,영등포역_3,11560,영등포구,168.0,61.0,36.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,2127022,1942238,4279.867
202404,9522,남포역_2,26110,중구,934.0,453.0,207.0,3.0,2.0,10.0,7.0,0.0,0.0,0.0,37.0,6.0,1035439,797715,2862.629
202306,9162,불광역_1,11380,은평구,217.0,56.0,53.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.0,1.0,533052,426892,2409.581
202406,9215,가산디지털단지역_3,11545,금천구,156.0,14.0,36.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,9.0,0.0,3170587,1607004,16642.287
202404,9222,대림역,11530,구로구,25.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,557329,82540,527.422
202303,10015,덕소역,41360,남양주시,51.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457667,94807,678.856
202312,10375,하단역 3,26380,사하구,89.0,15.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,381297,207374,692.277
202208,9948,이마트시화점사거리,41390,시흥시,141.0,43.0,60.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,17.0,3.0,825922,667553,5577.003
202208,9968,신흥역_1,41133,성남시 중원구,45.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0,0,14.85
202404,9886,못골종합시장_1,41115,수원시 팔달구,44.0,11.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,17263,17263,88.896
202405,9617,신당동,27290,달서구,184.0,39.0,81.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,30.0,9.0,542017,523716,1381.957
202408,9441,화명역_2,26320,북구,29.0,4.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,820132,614084,2395.627
202306,10235,조치원_2,36110,세종특별자치시,443.0,174.0,108.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,37.0,3.0,173250,169180,1120.629
202306,9541,울산시외버스터미널,31140,남구,262.0,26.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,430055,404498,864.368
202210,9162,불광역_1,11380,은평구,219.0,54.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.0,1.0,688423,559288,2300.072
202208,9269,문정역,11710,송파구,33.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67702,62695,168.443
202207,9392,안암역,11290,성북구,82.0,19.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172003,167261,450.805
202301,9804,연동,50110,제주시,490.0,113.0,132.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,75.0,24.0,2082306,1644305,6093.025
202211,10093,안산참치골목,41273,안산시 단원구,47.0,17.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,598240,507697,2403.68
202410,9797,해룡면,46150,순천시,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40475,0,121.919
202309,9937,오산오색시장,41370,오산시,124.0,15.0,13.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,17867,17642,385.354
202306,9906,수지구청_2,41465,용인시 수지구,144.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123443,63589,220.573
202308,9910,상현역,41465,용인시 수지구,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50.422
202407,9914,송탄국제중앙시장,41220,평택시,555.0,207.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0,1328561,1313693,1405.396
202310,9391,성신여대입구역,11290,성북구,392.0,134.0,120.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1132432,1056612,3018.088
202408,10051,정발산역_5,41285,고양시 일산동구,14.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170006,93264,12581.626
202210,10066,대화역_2,41287,고양시 일산서구,16.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,180717,86956,734.339
202408,10099,상록수역,41271,안산시 상록구,22.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,306885,306885,1822.416
202402,9424,원주소방서,51130,원주시,165.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,196817,196817,164.654
202310,9301,압구정 로데오거리_1,11680,강남구,292.0,107.0,129.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,892530,636768,4017.909
202210,9186,종묘앞_2,11110,종로구,21.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,652,652,68.83
202303,9674,형곡1동,47190,구미시,68.0,19.0,25.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1035784,1025931,1176.617
202310,9247,영등포유통상가,11560,영등포구,104.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,116286,43285,461.016
202306,9624,중앙로역_2,27110,중구,830.0,346.0,374.0,3.0,5.0,10.0,0.0,0.0,0.0,1.0,4.0,16.0,1166765,825778,7285.382
202404,10002,가능역,41150,의정부시,58.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34693,34693,26.53
202409,9364,양재 화물트럭터미널앞,11650,서초구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
202408,9840,삼성동,52140,익산시,119.0,27.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105161,105161,700.085
202303,10035,고양시청_1,41281,고양시 덕양구,49.0,17.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,563914,255855,942.659
202404,9183,종로5가역_4,11110,종로구,158.0,35.0,45.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,113611,102513,525.463
202311,9344,보라매공원,11590,동작구,97.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4618130,229987,9161.289
202410,9945,오이도해양단지,41390,시흥시,108.0,3.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59549,49974,61.599
202306,9783,중마동_2,46230,광양시,223.0,42.0,147.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,48385,48385,711.831
202207,9273,잠실역 롯데월드,11710,송파구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6711742,6711742,10606.565
202211,9304,양재역_2,11680,강남구,108.0,24.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,623748,274090,1359.547
202406,10263,신연수동,43130,충주시,252.0,45.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293643,257573,1013.835
202301,9821,중앙동_1,45111,전주시 완산구,246.0,91.0,26.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,678190,228308,531.478
202210,9223,신도림역,11530,구로구,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,945895,419430,3897.872
202410,9731,금남로4가역_2,29110,동구,63.0,22.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442926,427787,336.488
202208,9313,은마아파트입구사거리_2,11680,강남구,12.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128544,112936,512.58
202207,9214,가산디지털단지역_2,11545,금천구,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105734,0,5568.773
202309,10146,부평시장,28237,부평구,195.0,28.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,1.0,539223,291144,1811.59
202312,9607,성당못역_2,27200,남구,84.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64588,64588,137.435
202410,10128,신포시장,28110,중구,201.0,24.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,66395,10084,151.787
202303,9439,덕천역_3,26320,북구,20.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7344,7344,206.197
202208,9285,도산공원사거리_1,11680,강남구,78.0,12.0,42.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,821014,688838,1525.889
202405,10360,모현동 2,52140,익산시,56.0,18.0,10.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,239692,226428,780.207
202308,10189,대전중앙시장,30110,동구,131.0,27.0,28.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,126637,37925,553.958
202409,9435,중앙로,51190,태백시,495.0,155.0,71.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,19.0,12.0,0,0,881.551
202312,10359,송악 부곡공단 상권,44270,당진시,248.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284547,284547,534.278
202404,9740,남광주시장,29110,동구,258.0,81.0,29.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,31.0,0.0,398825,376671,771.937
202210,9337,서울대입구역_2,11620,관악구,135.0,48.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,224797,153822,694.023
202406,10235,조치원_2,36110,세종특별자치시,442.0,175.0,106.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,36.0,3.0,158322,158042,1025.08
202303,9560,마산시외터미널,48127,창원시 마산회원구,1095.0,200.0,164.0,2.0,3.0,5.0,2.0,4.0,0.0,0.0,102.0,11.0,1776925,1457332,3526.427
202303,10332,당진버스터미널,44270,당진시,17.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,427116,186214,639.457
202303,9698,남부동,47290,경산시,205.0,16.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38144,25966,237.283
202212,9470,연산9동_1,26470,연제구,127.0,26.0,26.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,101559,82483,294.225
202309,9267,가락시장,11710,송파구,17.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,778951,743610,1167.027
202210,9406,화천공용버스터미널,42790,화천군,282.0,100.0,69.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,19.0,6.0,0,0,616.636
202208,9179,종로3가역_3,11110,종로구,241.0,106.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,31551,23785,1423.39
202208,10003,경기도청북부청사역_1,41150,의정부시,25.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,377246,332129,1063.947
202309,9907,수지구청_3,41465,용인시 수지구,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78967,17492,250.545
202402,9752,신흥동_5,46110,목포시,94.0,36.0,37.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,173789,158065,801.384
202408,10078,호계사거리,41173,안양시 동안구,143.0,35.0,53.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,333076,288371,1564.132
202303,9467,양정역_2,26230,부산진구,145.0,41.0,47.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,373627,185287,845.545
202303,10189,대전중앙시장,30110,동구,433.0,236.0,96.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,3.0,172343,123954,1017.115
202410,9644,담티역,27260,수성구,58.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3197,3197,7.613
202308,9654,영양군보건소,47760,영양군,34.0,5.0,9.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0,0,176.292
202307,9361,뱅뱅사거리_3,11650,서초구,31.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1424141,286976,3440.75
202402,9498,해운대역_1,26350,해운대구,100.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,801962,750486,1264.983
202406,9763,장성역,46880,장성군,331.0,101.0,67.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,134719,134179,614.421
202207,9481,경성대부경대역_2,26290,남구,486.0,36.0,180.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,754412,554531,3225.069
202210,9572,거창읍_1,48880,거창군,163.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4019,2896,111.744
202301,9930,병점중심상가,41590,화성시,404.0,34.0,168.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2971033,2805994,4508.768
202307,10337,담양 메타프로방스 상권,46710,담양군,33.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,48767,48767,166.125
202207,10168,둔산2동_1,30170,서구,110.0,21.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471545,380578,2348.073
202408,9176,종각역 젊음의거리,11110,종로구,170.0,31.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1802885,844903,4294.415
202312,9333,대학동,11620,관악구,139.0,25.0,62.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079391,962700,640.226
202406,9937,오산오색시장,41370,오산시,144.0,82.0,25.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,140822,140822,454.695
202408,10359,송악 부곡공단 상권,44270,당진시,248.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44144,44144,698.278
202210,9708,황성동,47130,경주시,106.0,19.0,46.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,60049,58188,355.224
202301,9922,포승도곡근린공원,41220,평택시,381.0,6.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,428788,154874,728.219
202306,9978,이천종합터미널_1,41500,이천시,62.0,23.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,264811,127781,929.353
202306,10246,분평동,43112,청주시 서원구,51.0,10.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,105749,89882,433.167
202310,9498,해운대역_1,26350,해운대구,100.0,13.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,291499,285040,1089.404
202210,10349,김천구미역,47150,김천시,21.0,5.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,284729,208785,1111.936
202406,9488,민락동_1,26500,수영구,186.0,26.0,71.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,0.0,845617,427926,2575.956
202208,9268,가락시장역,11710,송파구,24.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1145923,174636,2325.39
202212,9545,대송동,31170,동구,103.0,44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,233222,210558,372.873
202308,9855,수송동롯데마트_1,45130,군산시,19.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24842,21433,294.599
202303,10027,상동역_1,41190,부천시,8.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,766868,462103,4002.756
202408,10004,경기도청북부청사역_2,41150,의정부시,23.0,7.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,564533,538268,2788.346
202407,9623,중앙로역_1,27110,중구,751.0,466.0,138.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,21.0,4.0,507236,507236,2643.801
202405,10192,선화동_1,30140,중구,285.0,51.0,97.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,27.0,2.0,321786,226227,792.302
202308,10008,젊음의거리_2,41150,의정부시,588.0,219.0,54.0,1.0,0.0,6.0,2.0,2.0,0.0,0.0,27.0,1.0,742621,683407,2939.401
202301,9681,영덕읍,47770,영덕군,132.0,26.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,61269,61269,160.5
202308,9783,중마동_2,46230,광양시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
202409,9774,중앙동_2,46130,여수시,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45.223
202207,9661,구미시청,47190,구미시,62.0,15.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,111976,111976,396.969
202306,9545,대송동,31170,동구,103.0,44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96964,86539,379.156
202212,10352,산동면1,47190,구미시,40.0,26.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,305289,285734,1098.66
202405,10151,부평해물탕거리,28237,부평구,59.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,229941,197252,260.497
202404,10176,월평역,30170,서구,163.0,7.0,41.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,709930,607696,1514.144
202402,9760,영광읍,46870,영광군,425.0,148.0,69.0,2.0,0.0,4.0,2.0,5.0,0.0,2.0,9.0,1.0,539261,530138,1229.968
202307,9990,돌다리사거리_3,41310,구리시,6.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,490814,490814,2062.204
202310,9457,온천장역,26260,동래구,524.0,119.0,141.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,55.0,26.0,1524369,1126556,3759.548
202406,9977,여주군청_2,41670,여주시,601.0,200.0,117.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,1.0,246324,237028,881.662
202401,9462,서면역_2,26230,부산진구,409.0,126.0,189.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,16.0,3.0,5303767,1205963,7920.499
202312,9568,진해역,48129,창원시 진해구,225.0,72.0,39.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,22.0,42159,42159,372.551
202408,10024,부개역,41192,부천시 원미구,116.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16091,16091,121.059
